Row,Equipment Number,Original Description,Suspect Tokens
36107,2000179318,31 Polishng Cation Exchg R Inlet Orifice,R
36108,2000179319,Demineralized Water Efflu Ent Orifice Asmb,Efflu
36109,2000179320,Demineralized Water Recycle Le Orifice Asmbl,Le
36111,2000179322,31 Primary Cation Inlet F Low Indicator,F
36114,2000179325,31 Vacuum Pump Seal Water Flow Switch,Pump
36115,2000179326,32 Vacuum Pump Seal Water Flow Switch,Pump
36116,2000179327,33 Vacuum Pump Seal Water Flow Switch,Pump
36117,2000179328,A Train Scale Inhibitor Flow Switch,A
36118,2000179329,B Train Scale Inhibitor Flow Switch,B
36119,2000179330,31 Prime Cation Inlet D /P Flow Transmitter,"D, P"
36120,2000179331,31 Vacdegasifier Inle T DP Flow Transmitter,"DP, T"
36121,2000179332,31 Secndary Cation Inlet DP Flow Transmitter,DP
36122,2000179333,31 Secndary Anion Outlet DP Flow Transmitter,DP
36123,2000179334,Demineralizer Outlet DP Flow Transmitter,DP
36125,2000179336,Ro A Reject Flow,"A, Ro"
36126,2000179337,Ro B Reject Flow,"B, Ro"
36127,2000179338,Ro A Permeate Flow,"A, Ro"
36128,2000179339,Ro B Permeate Flow,"B, Ro"
36129,2000179340,1 East Field Well Water South Torage Tank Makeu,"East, South"
36136,2000179347,31 Polishing Filter Outle T,T
36137,2000179348,31 Polishing Filter By Pa Ss,Ss
36139,2000179350,Service Water To Acid Dil Ution Manifold,Ution
36142,2000179353,32 Polishing Filter Outle T,T
36145,2000179356,Wdm-gg-3028 & Wdm-gg-3029 Drain,gg
36146,2000179357,Wdm-gg-3028 Isolation,gg
36147,2000179358,Wdm-gg-3028 Isolation,gg
36148,2000179359,Wdm-gg-3029 Isolation,gg
36149,2000179360,Vavuum Degasifier Gage Gl Ass Isolation,"Gl, Vavuum"
36150,2000179361,Serv Water To 31 Prima Ry Cation Exchngr,Ry
36155,2000179366,Wdm-gg-3028 & 3029 Vent,gg
36157,2000179368,U3 Demineralizer Isolation North Valve,North
36158,2000179369,U3 Demineralizer Isolation North Valve,North
36159,2000179370,31 Primary Cation Exchang Er Vent,Er
36160,2000179371,31 Primary Anion Exchanger Ven T,T
36164,2000179375,Vacuum Degasifier Gage Gl Ass Isolation,Gl
36165,2000179376,Vacuum Degasifier Gage Gl Ass Isolation,Gl
36171,2000179382,31 Ro Byps Control Valve,Ro
36172,2000179383,31 Ro-cip Inlet Valve,Ro
36173,2000179384,33 Ro Pre Filter Drain Valve,Ro
36174,2000179385,33 Ro Pre Filter Vent Valve,Ro
36175,2000179386,32 Ro Pre Filter Drain Valve,Ro
36176,2000179387,32 Ro Pre Filter Vent Valve,Ro
36177,2000179388,31 Ro Pre Filter Drain Valve,Ro
36178,2000179389,31 Ro Pre Filter Vent Valve,Ro
36179,2000179390,31 Ro Permeate Header Drain Valve,Ro
36180,2000179391,31 Ro Permeate Header Drain Valve,Ro
36187,2000179398,31 Ro Permeate Header Drain Valve,Ro
36200,2000179468,Sand Blasting Supply For Unit 1,Blasting
36205,2000179504,31 Ro Rejects Header Drain Valve,Ro
36206,2000179505,32 Ro Rejects Header Drain Valve,Ro
36207,2000179506,31 Permeate Pump Suct Valve,Pump
36208,2000179507,31 Permeate Pump Discharge Valve,Pump
36209,2000179508,32 Permeate Pump Inlet Isolation Valve,Pump
36210,2000179509,32 Permeate Pump Discharge Valve,Pump
36211,2000179510,31 Ro Syst Discharge To 31 Demin,Ro
36217,2000179516,Polishng Exchngrs Infl Uent Flow Indicator,Uent
36225,2000179524,31 R.o. Permeate Tank,"o, R"
36226,2000179525,32 R.o. Permeate Tank,"o, R"
36227,2000179526,1 East Field Well Water South Tor Tank Level Trnsm,"East, South"
36228,2000179527,Demin Annunciator Ack Pus Hbtn,Hbtn
36229,2000179528,Demin Annunciator Test Pu Shbutton,"Pu, Shbutton"
36230,2000179529,Demin Inlet Pressure Regu Lator Pressure Cntrller,Regu
36231,2000179530,Transfer Pumps Discharge Pressure South Reg Pressure Cntrll,South
36235,2000179534,31 Prime Cation Exchang Er Inlet Pressure,Er
36236,2000179535,31 Prime Cation Exchang Er Outlet Pressure,Er
36237,2000179536,31 Prime Anion Exchange R Inlet Pressure,R
36238,2000179537,31 Prime Anion Exchange R Outlet Pressure,R
36241,2000179540,Degasifier Secnd Stage Pump Pressure Indicator,Pump
36242,2000179541,Degas Water Transfer Pump South Discharge Pressure,"Pump, South"
36251,2000179550,Demineralized Water To St Orage Pressure Indicator,St
36253,2000179552,31 Prime Anion Outlet South Trainer Differential. Pre,South
36254,2000179553,31 Secndary Cation Outle T Strainer Differential.,T
36256,2000179555,31 Polishng Cation Outle T Strainer Differential.,T
36260,2000179559,Cip Pump Discahrge,"Discahrge, Pump"
36261,2000179560,Ro A Feed,"A, Ro"
36262,2000179561,Ro B Feed,"B, Ro"
36263,2000179562,Ro A Reject,"A, Ro"
36264,2000179563,Ro B Reject,"B, Ro"
36265,2000179564,Ro A Permeate,"A, Ro"
36266,2000179565,Ro B Permeate,"B, Ro"
36267,2000179566,Ro A Smbs Pump Disch,"A, Pump, Ro"
36268,2000179567,Ro B Smbs Pump Disch,"B, Pump, Ro"
36269,2000179568,Ro A Antiscalant Pump Discharge,"A, Pump, Ro"
36270,2000179569,Ro B Antiscalant Pump Discharge,"B, Pump, Ro"
36271,2000179570,Wdm-cc-c0057 Smpl Sensi Ng Pressure Indicator,"cc, Ng, Sensi"
36272,2000179571,31 Sec Anexer Sv Pnl Cont Air Pressure Switch,"Anexer, Sv"
36273,2000179572,Ro A Feed Pump Low Suction Pressure,"A, Pump, Ro"
36274,2000179573,Ro B Feed Pump Low Suction Pressure,"B, Pump, Ro"
36275,2000179574,Well Water Serv Water Makeup Hd R Pressure Transmitter,"Hd, R"
36276,2000179575,Well Water Demin Makeup H Eader Pressure Trans,H
36280,2000179579,Prefilter F-110 Inlet,F
36281,2000179580,Prefilter F-110 Outlet,F
36282,2000179581,Prefilter F-120 Inlet,F
36283,2000179582,Prefilter F-120 Outlet,F
36284,2000179583,Prefilter F-130 Inlet,F
36285,2000179584,Prefilter F-130 Outlet,F
36286,2000179585,Ro A Feed,"A, Ro"
36287,2000179586,Ro B Feed,"B, Ro"
36288,2000179587,Ro A Interstage 1,"A, Ro"
36289,2000179588,Ro B Interstage 1,"B, Ro"
36290,2000179589,Ro A Interstage 2,"A, Ro"
36291,2000179590,Ro B Interstage 2,"B, Ro"
36292,2000179591,Ro A Reject,"A, Ro"
36293,2000179592,Ro B Reject,"B, Ro"
36294,2000179593,Ro A Reject Outlet,"A, Ro"
36295,2000179594,Ro B Reject Outlet,"B, Ro"
36296,2000179595,Ro A Permeate,"A, Ro"
36297,2000179596,Ro B Permeate,"B, Ro"
36301,2000179625,1 Aux Boiler Oil Dtctd In At Om Air,Om
36302,2000179626,2 Aux Boiler Oil Dtctd In At Om Air,Om
36308,2000179642,5 Compr Inlet Filter DP Pressure Indicator,DP
36309,2000179643,6 Compr Inlet Filter DP Pressure Indicator,DP
36310,2000179644,7 Compr Inlet Filter DP Pressure Indicator,DP
36316,2000179651,Sa To 1 Lmstn Slurry Tank South Torage,"Sa, South"
36317,2000179652,Sa To 2 Lmstn Slurry Tank South Torage,"Sa, South"
36326,2000179691,5 Compr Inlet Filter DP Pressure Transmitter,DP
36327,2000179692,6 Compr Inlet Filter DP Pressure Transmitter,DP
36328,2000179693,7 Compr Inlet Filter DP Pressure Transmitter,DP
36330,2000179701,Degasified Water Relief T O Waste,"O, T"
36331,2000179702,East Well Storage Tank Ma Ke-up Flow Sig. Cn,"Cn, East, Ke, Ma, up"
36332,2000179703,31 Primary Cation Effluen T Strainer,T
36334,2000179705,2 Seondary Cation Effluen T Strainer,T
36336,2000179707,2 Polishing Cation Efflue Nt Strainer,Nt
36337,2000179708,2 Polishing Anion Effluen T Strainer,T
36345,2000179716,31 Degasifier Vacuum Pump Seal Wtsply Solinoid Valve,Pump
36346,2000179717,32 Degasifier Vacuum Pump Seal Wtsply Solinoid Valve,Pump
36347,2000179718,33 Degasifier Vacuum Pump Seal Wtsply Solinoid Valve,Pump
36348,2000179719,Degasified Water Transfer Pump Dis Vent Shof Solinoid Valve,Pump
36349,2000179720,Wdm Sv 31922,Sv
36350,2000179721,Wdm Sv 31923,Sv
36352,2000179723,Ro Permeate Automatic Drain Valve Solnd,Ro
36353,2000179724,Ro Forwardng Pump Bypas Isolation Valve Solnd,"Pump, Ro"
36354,2000179725,Ro A Feedpump Suction Valve Solenoid,"A, Ro"
36355,2000179726,Ro B Feedpump Suction Valve Solenoid,"B, Ro"
36356,2000179727,Ro A Permeate Outlet Valve (wv-3859),"A, Ro, wv"
36357,2000179728,Ro B Permeate Outlet Valve (wv-3840),"B, Ro, wv"
36358,2000179729,Demineralizer Influent Te Mperature Indicator,Te
36359,2000179730,Demineralizer Effluent Te Mperature Indicator,Te
36360,2000179731,31 Ro Cip Tank Hihg Limit Cutout,"Hihg, Ro"
36363,2000179734,Ro A Permeate,"A, Ro"
36364,2000179735,Ro B Permeate,"B, Ro"
36371,2000179742,Wdm-ft-30001 Isolation,ft
36372,2000179743,Wdm-ft-30001 Isolation,ft
36375,2000179746,Wdm-pc-30001 Isolation,pc
36376,2000179747,Wdm-fi-30022 Isolation,fi
36377,2000179748,Wdm-fi-30022 Isolation,fi
36380,2000179751,Wdm-pc-30011 Isolation,pc
36392,2000179763,31 Vacuum Degas First Sta Ge Drain,Ge
36397,2000179768,Wdm-ft-30003 Isolation,ft
36398,2000179769,Wdm-ft-30003 Isolation,ft
36403,2000179774,Wdm-pc-30003 Isolation,pc
36404,2000179775,Wdm-fi-30001 Isolation,fi
36405,2000179776,Wdm-fi-30001 Isolation,fi
36406,2000179777,Wdm-ft-30006 Isolation,ft
36407,2000179778,Wdm-ft-30006 Isolation,ft
36408,2000179779,Wdm-ft-30005 Isolation,ft
36409,2000179780,Wdm-ft-30005 Isolation,ft
36410,2000179781,Wdm-ft-30004 Isolation,ft
36411,2000179782,Wdm-ft-30004 Isolation,ft
36421,2000179792,31 Sec Anion Exchanger Ef Fluent Sample,"Ef, Fluent"
36422,2000179793,Demineralizer Effluent Sa Mple,Sa
36430,2000179829,Station Air Shutoff Sa Cv 1001,"Cv, Sa"
36443,2000179902,Wdm-fi-30024 Isolation,fi
36444,2000179903,Wdm-fi-30024 Isolation,fi
36445,2000179904,Wdm-fi-30023 Isolation,fi
36446,2000179905,Wdm-fi-30023 Isolation,fi
36448,2000179907,Supply Header Vent To U-3 Se Rvice Water Storage T,"Rvice, Se, T, U"
36450,2000179909,Wdm-lt-c0241 Isolation,"c0241, lt"
36451,2000179910,Cc-c0056 Isolation,"c0056, Cc"
36452,2000179911,Cc-c0057 Isolation,Cc
36453,2000179912,32 Ro Train Reject Waste Outlet Header Valve,Ro
36454,2000179913,31 Ro Train Reject Waste Outlet Header Valve,Ro
36455,2000179914,32 Permeate Pump Inlet Drain Valve,Pump
36458,2000179917,31 Demin Flow & Conductiv Ity Recorder,"Conductiv, Ity"
36459,2000179918,U3 Demineralizer Isolation North,North
36460,2000179919,U3 Demineralizer Isolation North,North
36461,2000179920,U3 Demineralizer Isolation North,North
36462,2000179921,U3 Demineralizer Isolation North,North
36463,2000179922,31 Prime Cation Exchang Er Rinse Outlt,Er
36464,2000179923,31 Prime Cation Exchang Er Waste Outlt,Er
36465,2000179924,31 Primary Anion Exchgr R Inse Outlet,R
36466,2000179925,31 Primary Anion Exchgr W Aste Outlet,"Aste, W"
36467,2000179926,31 Primary Cation Exchang Er Acid Inlet,Er
36475,2000179934,Demineralized Water To St Orage,St
36478,2000179937,31&32 Polishing Filter Ou Tlet Tieass,"Ou, Tieass"
36479,2000179938,32 Polishing Filter By Pa Ss,Ss
36480,2000179939,31 Prime Cation Fast Ri Nse Rate Setvlv,Ri
36481,2000179940,Ro Syst Demin Supply Valve,Ro
36482,2000179941,33 Ro Pre Filter Inlet Valve,Ro
36483,2000179942,32 Ro Pre Filter Inlet Valve,Ro
36484,2000179943,31 Ro Pre Filter Inlet Frm Demin,Ro
36485,2000179944,33 Ro Pre Filter Outlet Valve,Ro
36486,2000179945,32 Ro Pre Filter Outlet Valve,Ro
36487,2000179946,31 Ro Pre Filter Outlet Valve,Ro
36488,2000179947,31 Ro Pre Filter To Cip Outlet Valve,Ro
36489,2000179948,31 Ro Cip Pump Suct Valve,"Pump, Ro"
36490,2000179949,31 Ro Cip Pump Recirculation Valve,"Pump, Ro"
36491,2000179950,31 Ro Pre Filter Inlet Frm Cip Tank,Ro
36492,2000179951,32 Ro Pump Inlet Valve,"Pump, Ro"
36493,2000179952,32 Ro Train To Perm Tank Discharge Valve,Ro
36494,2000179953,31 Ro Pump Inlet Valve,"Pump, Ro"
36495,2000179954,31 Ro Train To Perm Tank Discharge Valve,Ro
36501,2000179960,Wdm-dv-3006 Demin Inlet Valve Closed,dv
36502,2000179961,Wdm-dv-3006 Demin Inlet Valve Open,dv
36503,2000179962,Wdm-dv-3007 Prime Cation Blkvlv Closed,dv
36504,2000179963,Wdm-dv-3007 Prime Cation Blkvlv Open,dv
36505,2000179964,Wdm-dv-3008 Prime Cation Inlet Valve Closed,dv
36506,2000179965,Wdm-dv-3008 Prime Cation Inlet Valve Open,dv
36507,2000179966,Wdm-dv-3009 Primar Cation Outvlv Closed,dv
36508,2000179967,Wdm-dv-3009 Prime Cation Outvlv Open,dv
36509,2000179968,Wdm-dv-3010 Primar Cation Backwash Inlet,dv
36510,2000179969,Wdm-dv-3010 Primar Cation Backwash Inlet,dv
36511,2000179970,Wdm-dv-3011 Primar Cation Backwash Outlt,dv
36512,2000179971,Wdm-dv-3011 Primar Cation Backwash Outlt,dv
36513,2000179972,Wdm-dv-3012 Primar Cation Rinse Outlet Cl,"Cl, dv"
36514,2000179973,Wdm-dv-3012 Prime Cation Rinse Outlet Open,dv
36515,2000179974,Wdm-dv-3013 Primar Cation Dilute Acid In,dv
36516,2000179975,Wdm-dv-3013 Primar Cation Dilute Acid In,dv
36517,2000179976,Wdm-dv-3315 Primar Cation Fast Rinse Outlet,dv
36518,2000179977,Wdm-dv-3315 Primar Cation Fast Rinse Outlet,dv
36519,2000179978,Wdm-dv-3063 Primar Cation Recyclevv Closed,dv
36520,2000179979,Wdm-dv-3063 Prime Cation Recyclevv Open,dv
36521,2000179980,Wdm-dv-3021 Prime Anion Inlet Valve Closed,dv
36522,2000179981,Wdm-dv-3021 Prime Anion Inlet Valve Open,dv
36523,2000179982,Wdm-dv-3022 Prime Anion Outvlv Closed,dv
36524,2000179983,Wdm-dv-3022 Prime Anion Outvlv Open,dv
36525,2000179984,Wdm-dv-3023 Prime Anion Backwash Inlet Cl,"Cl, dv"
36526,2000179985,Wdm-dv-3023 Prime Anion Backwash Inlet Op,"dv, Op"
36527,2000179986,Wdm-dv-3024 Prime Anion Backwash Outlet C,"C, dv"
36528,2000179987,Wdm-dv-3024 Prime Anion Backwash Outlet O,"dv, O"
36529,2000179988,Wdm-dv-3025 Prime Anion Rinse Outlet Closed,dv
36530,2000179989,Wdm-dv-3025 Prime Anion Rinse Outlet Open,dv
36531,2000179990,Wdm-dv-3026 Prime Anion Dilute Caustic I,"dv, I"
36532,2000179991,Wdm-dv-3026 Prime Anion Dilute Caustic I,"dv, I"
36533,2000179992,Wdm-dv-3233 Secndary Cation Inlet Valve Closed,dv
36534,2000179993,Wdm-dv-3233 Secndary Cation Inlet Valve Open,dv
36535,2000179994,Wdm-dv-3234 Secndary Cation Outvlv Close,dv
36536,2000179995,Wdm-dv-3234 Secndary Cation Outvlv Open,dv
36537,2000179996,Wdm-dv-3235 Secndary Cat Ion Backwash In,dv
36538,2000179997,Wdm-dv-3235 Secndary Cat Ion Backwash In,dv
36539,2000179998,Wdm-dv-3236 Secndary Cat Ion Backwash Ou,"dv, Ou"
36540,2000179999,Wdm-dv-3236 Secndary Cat Ion Backwash Ou,"dv, Ou"
36541,2000180100,Wdm-dv-3237 Secndary Cat Ion Rinse Outlt,dv
36542,2000180101,Wdm-dv-3237 Secndary Cation Rinse Outlt,dv
36543,2000180102,Wdm-dv-3238 Sec Cat Indiv Dilute Acid In,dv
36544,2000180103,Wdm-dv-3238 Sec Cat Indiv Dilute Acid In,dv
36545,2000180104,Wdm-dv-3067 Secndary Cat Dilute Acid Outlet,dv
36546,2000180105,Wdm-dv-3067 Secndary Cat Dilute Acid Outlet,dv
36547,2000180106,Wdm-dv-3239 Secndary Anion Inlet Valve Closed,dv
36548,2000180107,Wdm-dv-3239 Secndary Anion Inlet Valve Open,dv
36549,2000180108,Wdm-dv-3240 Secndary Anion Outvlv Closed,dv
36550,2000180109,Wdm-dv-3240 Secndary Anion Outvlv Open,dv
36551,2000180110,Wdm-dv-3241 Secnd Anion Backwash Inlet Valve,dv
36552,2000180111,Wdm-dv-3241 Secnd Anion Backwash Inlet Valve,dv
36553,2000180112,Wdm-dv-3242 Secnd Anion Backwash Outvlv,dv
36554,2000180113,Wdm-dv-3242 Secnd Anion Backwash Outvlve,"dv, Outvlve"
36555,2000180114,Wdm-dv-3243 Secnd Anion Rinse Outvlv Cls,dv
36556,2000180115,Wdm-dv-3243 Secnd Anion Rinse Outvlv Open,dv
36557,2000180116,Wdm-dv-3244 Secnd Anion Dilute Caustic I,"dv, I"
36558,2000180117,Wdm-dv-3244 Secnd Anion Dilute Caustic I,"dv, I"
36559,2000180118,Wdm-dv-3069 Secnd Anion Dilute Caustic O,"dv, O"
36560,2000180119,Wdm-dv-3069 Secnd Anion Dilute Caustic O,"dv, O"
36561,2000180120,Wdm-dv-3257 Secndary Anion Recyclevv Clo,dv
36562,2000180121,Wdm-dv-3257 Secndary Anion Recyclevv Open,dv
36563,2000180122,Wdm-dv-3245 Polishng Cation Inlet Valve Closed,dv
36564,2000180123,Wdm-dv-3245 Polishng Cation Inlet Valve Open,dv
36565,2000180124,Wdm-dv-3246 Polishng Cation Outvlv Close,dv
36566,2000180125,Wdm-dv-3246 Polishng Cation Outvlv Open,dv
36567,2000180126,Wdm-dv-3247 Polish Cation Backwash Inltv,dv
36568,2000180127,Wdm-dv-3247 Polish Cation Backwash Inltv,dv
36569,2000180128,Wdm-dv-3248 Polish Cation Backwash Outvl,dv
36570,2000180129,Wdm-dv-3248 Polish Cation Backwash Outvl,dv
36571,2000180130,Wdm-dv-3249 Polish Cation Rinse Outvlv C,"C, dv"
36572,2000180131,Wdm-dv-3249 Polish Cation Rinse Outvlv O,"dv, O"
36573,2000180132,Wdm-dv-3250 Polish Cation Dilute Acid In,dv
36574,2000180133,Wdm-dv-3250 Polish Cation Dilute Acid In,dv
36575,2000180134,Wdm-dv-3251 Polishng Anion Inlet Valve Closed,dv
36576,2000180135,Wdm-dv-3251 Polishng Anion Inlet Valve Open,dv
36577,2000180136,Wdm-dv-3252 Polishng Anion Outvlv Closed,dv
36578,2000180137,Wdm-dv-3252 Polishng Anion Outvlv Open,dv
36579,2000180138,Wdm-dv-3253 Polish Anion Backwash Inltvl,dv
36580,2000180139,Wdm-dv-3253 Polish Anion Backwash Inltvl,dv
36581,2000180140,Wdm-dv-3254 Polish Anion Backwash Outvlv,dv
36582,2000180141,Wdm-dv-3254 Polish Anion Backwash Outvlv,dv
36583,2000180142,Wdm-dv-3255 Polish Anion Rinse Outvlv Cl,"Cl, dv"
36584,2000180143,Wdm-dv-3255 Polish Anion Rinse Outvlv Op,"dv, Op"
36585,2000180144,Wdm-dv-3256 Polish Anion Dilute Acid Inl,dv
36586,2000180145,Wdm-dv-3256 Polish Anion Dilute Acid Inl,dv
36587,2000180146,Wdm-dv-3258 Polish Anion Recyclevv Closed,dv
36588,2000180147,Wdm-dv-3258 Polish Anion Recyclevv Open,dv
36589,2000180148,Wdm-dv-3260 Demin Outlet Valve Closed,dv
36590,2000180149,Wdm-dv-3260 Demin Outlet Valve Open,dv
36593,2000180152,Ro Permeate Automatic Drain Valve?closed Limit,Ro
36594,2000180153,Ro Permeate Automatic Drain Valve?open Limit,Ro
36595,2000180154,Ro Forwardng Pump Bypas Isolation Valve Clse Limit,"Clse, Pump, Ro"
36596,2000180155,Ro Forwardng Pump Bypas Isolation Valve?open Limit,"Pump, Ro"
36597,2000180156,Ro A Feedpmp Suctionvlv Closed Limit Wdm-bv-,"A, bv, Ro"
36598,2000180157,Ro A Feedpmp Suctionvlv Open Limit Wdm-bv-3,"A, bv, Ro"
36599,2000180158,Ro B Feedpmp Suctionvlv Closed Limit Wdm-bv-,"B, bv, Ro"
36600,2000180159,Ro B Feedpmp Suctionvlv Open Limit Wdm-bv-3,"B, bv, Ro"
36601,2000180160,Ro A Permeate Outlet Valv Open Limit (wv-385,"A, Ro, wv"
36602,2000180161,Ro A Permeate Outlet Valv Open Limit (wv-385,"A, Ro, wv"
36603,2000180162,Ro B Permeate Outlet Valv Open Limit (wv-384,"B, Ro, wv"
36604,2000180163,Ro B Permeate Outlet Valv Open Limit (wv-384,"B, Ro, wv"
36606,2000180165,31 Degasified Water Transfer Pump Discharge,Pump
36607,2000180166,32 Degasified Water Transfer Pump Discharge,Pump
36608,2000180167,Demineralized Water To St Orage,St
36609,2000180168,Crosstie Checkvlv From East Field Storage,East
36610,2000180169,Isolation Checkvlv Bet Ween East And West,"Bet, East, Ween, West"
36611,2000180170,31 Ro Cip Pump Check Valve,"Pump, Ro"
36612,2000180171,32 Ro Pump Check Valve,"Pump, Ro"
36613,2000180172,32 Ro Train To Perm Tank Check Valve,Ro
36614,2000180173,31 Ro Pump Check Valve,"Pump, Ro"
36615,2000180174,31 Ro Train To Perm Tank Check Valve,Ro
36616,2000180175,31 Permeate Pump Discharge Check Valve,Pump
36617,2000180176,32 Permeate Pump Discharge Check Valve,Pump
36618,2000180177,31 Dmin Regen Water Pump Recirculation,Pump
36619,2000180178,32 Dmin Regen Water Pump Recirculation,Pump
36620,2000180179,Concentrated Acid Rate Se T To Acid,"Se, T"
36621,2000180180,Concentrated Acid Rate Se T To Acid,"Se, T"
36622,2000180181,Concentrated Acid Rate Se T To Acid,"Se, T"
36624,2000180183,Wdr-cc-30012 Isolation Va Lve,"cc, Va"
36625,2000180184,Wdr-cc-30011 Isolation Va Lve,"cc, Va"
36629,2000180188,31 Prime Anion Exchanger Cau Stic Dilution Ra,Ra
36630,2000180189,Concentrated Acid Rate Se T To Acid,"Se, T"
36632,2000180191,Dilute Caustic Conductivi Ty Cell,Ty
36634,2000180193,Dilute Caustic Conductivi Ty Monitor,Ty
36635,2000180194,Caustic Dilution Water Co Ntrol Valve,Co
36639,2000180198,Concentrated Acid Floor D Rain,D
36641,2000180300,31 Secndary Anion Exchanger C Austic Dilution,C
36642,2000180301,31 Prime Anion Exchanger Cau Stic Dilution Wt,Wt
36643,2000180302,Dilution Water To Acid Mi Xing Tee,Mi
36644,2000180303,Demineralizer Acid Pump D Ischarge,"D, Pump"
36646,2000180305,31 Demin Acid Storage Tan K Fill Conn,K
36647,2000180306,Demineralizer Caustic Reg En Pumps Isolation,En
36648,2000180307,Dilution Water To Acid Mi Xing Tee,Mi
36649,2000180308,Acid Dilution Water Bypas South Valve,South
36652,2000180311,31 Polishng Anion Exchanger C Austic Dilution,C
36653,2000180312,Dilute Caustic To Neutral Ization Basin,"Ization, Neutral"
36654,2000180313,Dilute Acid To Neutraliza Tion Basin,Neutraliza
36656,2000180315,Demin Caustic Dilution Wa Ter Orifice As,"As, Wa"
36658,2000180317,Demin Caustic Dilution Wa Ter Orifice As,"As, Wa"
36661,2000180320,31 Demin Water Heater Flo W Switch,W
36662,2000180321,32 Demin Water Heater Flo W Switch,W
36663,2000180322,Demin Caustic Dilution Wa Ter DP Flow T,"DP, T, Wa"
36664,2000180323,Demin Acid Dilution Water DP Flow Transmitter,DP
36668,2000180327,Demineralizer Regen Water Pump Recirculation Drain,Pump
36669,2000180328,31 Demineralizer Caustic Regeneration Pm,Pm
36670,2000180329,32 Demineralizer Caustic Regeneration Pm,Pm
36671,2000180330,31 Demineralizer Caustic Regen Pump Disch,Pump
36672,2000180331,32 Demineralizer Caustic Regen Pump Disch,Pump
36674,2000180333,31 Demineralizer Regen Wa Ter Pump Suctio,"Pump, Wa"
36675,2000180334,32 Demineralizer Regen Wa Ter Pump Suctio,"Pump, Wa"
36676,2000180335,31 Demineralizer Regen Wa Ter Pump Dischr,"Pump, Wa"
