Equipment Number,Original Description,Suggested Edit,Confidence,Reasoning,Object Type (Original),Object Type (Suggested),Functional System Category,Functional System
2000000262,Valve Equipment-jv,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,HOUSE AIR
2000006342,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000006343,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,COMPRESSED GAS
2000006344,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,COMPRESSED GAS
2000006345,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,COMPRESSED GAS
2000006346,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,COOLING TOWER,MECHANICAL DRAFT
2000006347,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,LUBE OIL
2000006348,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,MAKE-UP WATER,BLOWDOWN RECOVERY
2000006349,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,MAKE-UP WATER,BLOWDOWN RECOVERY
2000006350,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,MAKE-UP WATER,DEMINERALIZER
2000006351,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,MAKE-UP WATER,DEMINERALIZER
2000006352,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,MAKE-UP WATER,DEMINERALIZER
2000006353,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,MAKE-UP WATER,REGENERATION
2000006354,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,MAKE-UP WATER,REGENERATION
2000006355,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,MAKE-UP WATER,REGENERATION
2000006357,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,CONTROLS,UNIT CONTROL
2000006358,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,CONTROLS,UNIT CONTROL
2000006359,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,CONTROLS,UNIT CONTROL
2000006374,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,AIR PREHEAT
2000006375,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,AIR PREHEAT
2000006376,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,CIRCULATING WATER,SUCTION
2000006377,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,CIRCULATING WATER,SUCTION
2000006378,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,CIRCULATING WATER,SUCTION
2000006385,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,COOLING TOWER,MECHANICAL DRAFT
2000006391,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,CONTROLS,UNIT MONITORING
2000006392,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,CONTROLS,UNIT MONITORING
2000006393,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,CONTROLS,UNIT MONITORING
2000006394,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,INDUCED DRAFT
2000006395,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,INDUCED DRAFT
2000006396,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,COOLING TOWER,MAKEUP
2000006397,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,COOLING TOWER,MAKEUP
2000006605,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,SUPERHEAT
2000006606,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,SUPERHEAT
2000006607,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,WATER WALL
2000006608,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,WATER WALL
2000006609,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,FURNACE
2000006610,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,FURNACE
2000006621,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,CIRCULATING WATER,SERVICE
2000006622,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,CIRCULATING WATER,SERVICE
2000006623,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ENVIRONMENTAL,DISPOSAL
2000006624,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ENVIRONMENTAL,DISPOSAL
2000006627,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,ECONOMIZER ASH
2000006628,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,ECONOMIZER ASH
2000006633,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,ECONOMIZER ASH
2000006640,AQCS Landfill Structure,,100,No change needed; Object Type mapped STRCT -> Structure,STRCT,Structure,ENVIRONMENTAL,DISPOSAL
2000006641,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,BLOWDOWN
2000006644,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,REHEAT
2000006645,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,BLOWDOWN
2000006646,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,BLOWDOWN
2000006647,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,CHEMICAL FEED
2000006648,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,CHEMICAL FEED
2000006649,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,CHEMICAL FEED
2000006650,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,CHEMICAL CLEANING
2000006651,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,CHEMICAL CLEANING
2000006652,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,CHEMICAL CLEANING
2000006653,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,ENCLOSURE
2000006654,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,ENCLOSURE
2000006655,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,ENCLOSURE
2000006656,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,ECONOMIZER
2000006657,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,ECONOMIZER
2000006658,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,ECONOMIZER
2000006659,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,FORCED DRAFT
2000006660,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,BOILER,FORCED DRAFT
2000006667,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,TRANSFER
2000006678,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,INSTRUMENT AIR
2000006679,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,INSTRUMENT AIR
2000006680,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,INSTRUMENT AIR
2000006683,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,FLY ASH
2000006684,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,FLY ASH
2000006685,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,FLY ASH
2000006686,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,COOLING TOWER,WATER DISTRIBUTION
2000006687,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,COOLING TOWER,WATER DISTRIBUTION
2000006688,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,COOLING TOWER,WATER DISTRIBUTION
2000006689,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,CIRCULATING WATER,AUX. CIRC
2000006690,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,CIRCULATING WATER,AUX. CIRC
2000006691,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,CIRCULATING WATER,AUX. CIRC
2000006692,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,CIRCULATING WATER,DISCHARGE
2000006693,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,CIRCULATING WATER,DISCHARGE
2000006694,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,CIRCULATING WATER,MAIN CIRC
2000006695,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,COOLING TOWER,CHEMICAL FEED
2000006696,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BOTTOM ASH
2000006697,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BOTTOM ASH
2000006912,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,TRANSFER
2000006913,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,TRANSFER
2000006914,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,SERVICE WATER/ACW
2000006925,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,SERVICE WATER/ACW
2000006926,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,SERVICE WATER/ACW
2000006927,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,CONTROLS,UNIT PROTECTION
2000006928,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,CONTROLS,UNIT PROTECTION
2000006929,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,CONTROLS,UNIT PROTECTION
2000006930,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,COOLING TOWER,BASIN
2000006931,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,COOLING TOWER,BASIN
2000006932,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,COOLING TOWER,CHEMICAL FEED
2000006933,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,COOLING TOWER,CHEMICAL FEED
2000006936,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,HOUSE AIR
2000006937,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,HOUSE AIR
2000006938,Accessory Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ENVIRONMENTAL,WASTE DISPOSAL
2000006939,Instrument Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ENVIRONMENTAL,WASTE DISPOSAL
2000006940,Valve Equipment,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ENVIRONMENTAL,WASTE DISPOSAL
2000006951,Dc Panel Electrical Power Panel,DC Panel Electrical Power Panel,95,Forced acronym uppercase: DC,INSTM,,ELECTRICAL,STATION DC
2000006952,Dc Panel Electrical Power Panel,DC Panel Electrical Power Panel,95,Forced acronym uppercase: DC,INSTM,,ELECTRICAL,STATION DC
2000006953,Dc Panel Switch,DC Panel Switch,95,Forced acronym uppercase: DC; Object Type mapped SWCH -> Switch,SWCH,Switch,ELECTRICAL,ESSENTIAL POWER
2000006954,Dc Panel Switch,DC Panel Switch,95,Forced acronym uppercase: DC; Object Type mapped SWCH -> Switch,SWCH,Switch,ELECTRICAL,ESSENTIAL POWER
2000006955,Dc Panel Switch,DC Panel Switch,95,Forced acronym uppercase: DC; Object Type mapped SWCH -> Switch,SWCH,Switch,ELECTRICAL,ESSENTIAL POWER
2000006956,Dc Panel Switch,DC Panel Switch,95,Forced acronym uppercase: DC; Object Type mapped SWCH -> Switch,SWCH,Switch,ELECTRICAL,ESSENTIAL POWER
2000006957,Dc Panel Switch,DC Panel Switch,95,Forced acronym uppercase: DC; Object Type mapped SWCH -> Switch,SWCH,Switch,ELECTRICAL,ESSENTIAL POWER
2000006958,Dc Panel Switch,DC Panel Switch,95,Forced acronym uppercase: DC; Object Type mapped SWCH -> Switch,SWCH,Switch,ELECTRICAL,ESSENTIAL POWER
2000006959,Dc Panel Switch,DC Panel Switch,95,Forced acronym uppercase: DC; Object Type mapped SWCH -> Switch,SWCH,Switch,ELECTRICAL,STATION DC
2000006960,Dc Panel Switch,DC Panel Switch,95,Forced acronym uppercase: DC; Object Type mapped SWCH -> Switch,SWCH,Switch,ELECTRICAL,STATION DC
2000006961,Dc Panel Switch,DC Panel Switch,95,Forced acronym uppercase: DC; Object Type mapped SWCH -> Switch,SWCH,Switch,ELECTRICAL,STATION DC
2000006962,Dc Panel Switch,DC Panel Switch,95,Forced acronym uppercase: DC; Object Type mapped SWCH -> Switch,SWCH,Switch,ELECTRICAL,STATION DC
2000006963,Dc Panel Switch,DC Panel Switch,95,Forced acronym uppercase: DC; Object Type mapped SWCH -> Switch,SWCH,Switch,ELECTRICAL,STATION DC
2000006964,Dc Panel Switch,DC Panel Switch,95,Forced acronym uppercase: DC; Object Type mapped SWCH -> Switch,SWCH,Switch,ELECTRICAL,STATION DC
2000006965,Dc Panel Switch,DC Panel Switch,95,Forced acronym uppercase: DC; Object Type mapped SWCH -> Switch,SWCH,Switch,ELECTRICAL,STATION DC
2000006966,Dc Panel Switch,DC Panel Switch,95,Forced acronym uppercase: DC; Object Type mapped SWCH -> Switch,SWCH,Switch,ELECTRICAL,STATION DC
2000006967,Dc Panel Switch,DC Panel Switch,95,Forced acronym uppercase: DC; Object Type mapped SWCH -> Switch,SWCH,Switch,ELECTRICAL,STATION DC
2000006968,Dc Panel Switch,DC Panel Switch,95,Forced acronym uppercase: DC; Object Type mapped SWCH -> Switch,SWCH,Switch,ELECTRICAL,STATION DC
2000006969,Dc Panel Switch,DC Panel Switch,95,Forced acronym uppercase: DC; Object Type mapped SWCH -> Switch,SWCH,Switch,ELECTRICAL,STATION DC
2000006970,Dc Panel Switch,DC Panel Switch,95,Forced acronym uppercase: DC; Object Type mapped SWCH -> Switch,SWCH,Switch,ELECTRICAL,STATION DC
